GO:0000005	obsolete ribosomal chaperone activity
GO:0060589	nucleoside-triphosphatase regulator activity
GO:0060590	ATPase regulator activity
GO:0060698	endoribonuclease inhibitor activity
GO:0060703	deoxyribonuclease inhibitor activity
GO:0060724	coreceptor activity involved in epidermal growth factor receptor signaling pathway
GO:0060961	phospholipase D inhibitor activity
GO:0061133	endopeptidase activator activity
GO:0061134	peptidase regulator activity
GO:0061135	endopeptidase regulator activity
GO:0061459	L-arginine transmembrane transporter activity
GO:0061463	O-acetyl-ADP-ribose deacetylase activity
GO:0061473	murein tripeptide carboxypeptidase activity
GO:0061483	sulfinylpropanyl adenylate synthase
GO:0061486	high-affinity fructose transmembrane transporter activity
GO:0061501	cyclic-GMP-AMP synthase activity
GO:0061503	tRNA threonylcarbamoyladenosine dehydratase
GO:0061505	DNA topoisomerase II activity
GO:0061506	DNA topoisomerase type II (ATP-independent) activity
GO:0061507	cyclic-GMP-AMP binding
GO:0061513	glucose 6-phosphate:inorganic phosphate antiporter activity
GO:0061522	1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity
GO:0061542	3-demethylubiquinone-n 3-O-methyltransferase activity
GO:0061543	3-demethylubiquinone-6 3-O-methyltransferase activity
GO:0061547	glycogen synthase activity, transferring glucose-1-phosphate
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity
GO:0061578	Lys63-specific deubiquitinase activity
GO:0061579	N-acyl homoserine lactone synthase activity
GO:0061593	sulfoquinovose isomerase activity
GO:0061594	6-deoxy-6-sulfofructose kinase activity
GO:0061595	6-deoxy-6-sulfofructose-1-phosphate aldolase activity
GO:0061596	3-sulfolactaldehyde reductase activity
GO:0061597	obsolete cyclic pyranopterin monophosphate synthase activity
GO:0061598	molybdopterin adenylyltransferase activity
GO:0061599	molybdopterin molybdotransferase activity
GO:0061602	molybdenum cofactor cytidylyltransferase activity
GO:0061603	molybdenum cofactor guanylyltransferase activity
GO:0061604	molybdopterin-synthase sulfurtransferase activity
GO:0061605	molybdopterin-synthase adenylyltransferase activity
GO:0061607	peptide alpha-N-propionyltransferase activity
GO:0061608	nuclear import signal receptor activity
GO:0061609	fructose-1-phosphate aldolase activity
GO:0061627	S-methylmethionine-homocysteine S-methyltransferase activity
GO:0061628	H3K27me3 modified histone binding
GO:0061629	RNA polymerase II sequence-specific DNA-binding transcription factor binding
GO:0061630	ubiquitin protein ligase activity
GO:0061631	ubiquitin conjugating enzyme activity
GO:0061632	RNA lariat debranching enzyme activator activity
GO:0061634	alpha-D-xyloside xylohydrolase
GO:0061649	ubiquitin modification-dependent histone binding
GO:0061650	ubiquitin-like protein conjugating enzyme activity
GO:0061651	Atg12 conjugating enzyme activity
GO:0061652	FAT10 conjugating enzyme activity
GO:0061653	ISG15 conjugating enzyme activity
GO:0061654	NEDD8 conjugating enzyme activity
GO:0061655	Pup conjugating enzyme activity
GO:0061656	SUMO conjugating enzyme activity
GO:0061657	UFM1 conjugating enzyme activity
GO:0061658	URM1 conjugating enzyme activity
GO:0061659	ubiquitin-like protein ligase activity
GO:0061660	Atg12 ligase activity
GO:0061661	FAT10 ligase activity
GO:0061662	ISG15 ligase activity
GO:0061663	NEDD8 ligase activity
GO:0061664	Pup ligase activity
GO:0061665	SUMO ligase activity
GO:0061666	UFM1 ligase activity
GO:0061667	URM1 ligase activity
GO:0061675	RBL family protein binding
GO:0061676	importin-alpha family protein binding
GO:0061677	2-dehydro-3-deoxy-D-gluconate aldolase activity
GO:0061685	diphthine methylesterase activity
GO:0061686	hercynylcysteine sulfoxide synthase
GO:0061690	lipoamidase activity
GO:0061693	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
GO:0061697	protein-glutaryllysine deglutarylase activity
GO:0061708	tRNA-5-taurinomethyluridine 2-sulfurtransferase
GO:0061710	L-threonylcarbamoyladenylate synthase
GO:0061711	N(6)-L-threonylcarbamoyladenine synthase activity
GO:0061712	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
GO:0061714	folic acid receptor activity
GO:0061730	C-rich strand telomeric DNA binding
GO:0061731	ribonucleoside-diphosphate reductase activity
GO:0061733	peptide-lysine-N-acetyltransferase activity
GO:0061745	GTPase activity, coupled
GO:0061746	single-stranded DNA-dependent GTPase activity
GO:0061747	CTPase activity, coupled
GO:0061748	single-stranded DNA-dependent CTPase activity
GO:0061749	forked DNA-dependent helicase activity
GO:0061750	acid sphingomyelin phosphodiesterase activity
GO:0061751	neutral sphingomyelin phosphodiesterase activity
GO:0061752	telomeric repeat-containing RNA binding
GO:0061758	2-hydroxyglutarate dehydrogenase activity, forward reaction
GO:0061759	alpha-ketoglutarate reductase activity
GO:0061761	alpha-latrotoxin receptor binding
GO:0061768	magnesium:sodium antiporter activity
GO:0061769	ribosylnicotinate kinase activity
GO:0061770	translation elongation factor binding
GO:0061775	cohesin ATPase activity
GO:0061776	topological DNA entrapment activity
GO:0061777	DNA clamp activity
GO:0061778	intracellular chloride channel activity
GO:0061783	peptidoglycan muralytic activity
GO:0061784	peptidoglycan N-acetylglucosaminidase activity
GO:0061785	peptidoglycan endopeptidase activity
GO:0061786	peptidoglycan stem peptide endopeptidase activity
GO:0061787	peptidoglycan cross-bridge peptide endopeptidase activity
GO:0061788	EGF repeat binding
GO:0061791	GTPase motor activity
GO:0061797	pH-gated chloride channel activity
GO:0061798	GTP 3',8'-cyclase activity
GO:0061799	cyclic pyranopterin monophosphate synthase activity
GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating
GO:0061810	NAD glycohydrolase activity
GO:0061811	ADP-ribosyl cyclase activity
GO:0061812	cyclic ADP-ribose hydrolase
GO:0061813	obsolete ARID domain binding
GO:0061815	ubiquitinyl hydrolase activity, acting on linear ubiquitin
GO:0061821	telomeric D-loop binding
GO:0061840	high-affinity ferrous iron transmembrane transporter activity
GO:0061849	telomeric G-quadruplex DNA binding
GO:0061860	DNA clamp unloader activity
GO:0061863	microtubule plus end polymerase
GO:0061891	calcium ion sensor activity
GO:0061896	all-trans retinol 3,4-desaturase activity
GO:0061897	all-trans retinal 3,4-desaturase activity
GO:0061898	all-trans retinoic acid 3,4-desaturase activity
GO:0061899	11-cis-retinal 3,4-desaturase activity
GO:0061920	protein propionyltransferase activity
GO:0061922	histone propionyltransferase activity
GO:0061923	(2S,3R,6S,9S)-(-)-protoillud-7-ene synthase activity
GO:0061928	glutathione specific gamma-glutamylcyclotransferase activity
GO:0061929	gamma-glutamylaminecyclotransferase activity
GO:0061953	mRNA (adenine-N1-)-methyltransferase activity
GO:0061980	regulatory RNA binding
GO:0061981	3-hydroxykynureninase activity
GO:0061990	beta-ketodecanoyl-[acyl-carrier-protein] synthase activity
GO:0061994	ATP-dependent protein-nucleic acid complex displacement activity
GO:0061995	ATP-dependent protein-DNA complex displacement activity
GO:0062037	D-loop DNA binding
GO:0062045	L-lysine alpha-aminotransferase
GO:0062046	dehydropipecolic acid reductase
GO:0062047	pipecolic acid N-hydroxylase
GO:0062050	GPI-mannose ethanolamine phosphate phosphodiesterase activity
GO:0062054	fluoride channel activity
GO:0070001	aspartic-type peptidase activity
GO:0070002	glutamic-type peptidase activity
GO:0070003	threonine-type peptidase activity
GO:0070004	cysteine-type exopeptidase activity
GO:0070005	cysteine-type aminopeptidase activity
GO:0070006	metalloaminopeptidase activity
GO:0070007	glutamic-type endopeptidase activity
GO:0070008	serine-type exopeptidase activity
GO:0070009	serine-type aminopeptidase activity
GO:0070010	peptidase activity, acting on D-amino acid peptides
GO:0070011	peptidase activity, acting on L-amino acid peptides
GO:0070012	oligopeptidase activity
GO:0070016	armadillo repeat domain binding
GO:0070025	carbon monoxide binding
GO:0070026	nitric oxide binding
GO:0070027	carbon monoxide sensor activity
GO:0070034	telomerase RNA binding
GO:0070035	purine NTP-dependent helicase activity
GO:0070036	GTP-dependent helicase activity
GO:0070037	rRNA (pseudouridine) methyltransferase activity
GO:0070038	rRNA (pseudouridine-N3-)-methyltransferase activity
GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase activity
GO:0070040	rRNA (adenine-C2-)-methyltransferase activity
GO:0070041	rRNA (uridine-C5-)-methyltransferase activity
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity
GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
GO:0070051	fibrinogen binding
GO:0070052	collagen V binding
GO:0070053	thrombospondin receptor activity
GO:0070061	fructose binding
GO:0070063	RNA polymerase binding
GO:0070064	proline-rich region binding
GO:0070080	titin Z domain binding
GO:0070087	chromo shadow domain binding
GO:0070089	chloride-activated potassium channel activity
GO:0070095	fructose-6-phosphate binding
GO:0070097	delta-catenin binding
GO:0070119	ciliary neurotrophic factor binding
GO:0070122	isopeptidase activity
GO:0070123	transforming growth factor beta receptor activity, type III
GO:0070137	ubiquitin-like protein-specific endopeptidase activity
GO:0070138	ubiquitin-like protein-specific isopeptidase activity
GO:0070139	SUMO-specific endopeptidase activity
GO:0070140	SUMO-specific isopeptidase activity
GO:0070180	large ribosomal subunit rRNA binding
GO:0070181	small ribosomal subunit rRNA binding
GO:0070182	DNA polymerase binding
GO:0070186	growth hormone activity
GO:0070190	obsolete inositol hexakisphosphate 1-kinase or 3-kinase activity
GO:0070191	methionine-R-sulfoxide reductase activity
GO:0070204	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
GO:0070205	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity
GO:0070215	obsolete MDM2 binding
GO:0070216	obsolete MDM4 binding
GO:0070224	sulfide:quinone oxidoreductase activity
GO:0070225	sulfide dehydrogenase activity
GO:0070226	sulfur:ferric ion oxidoreductase activity
GO:0070251	pristanate-CoA ligase activity
GO:0070259	tyrosyl-DNA phosphodiesterase activity
GO:0070260	5'-tyrosyl-DNA phosphodiesterase activity
GO:0070273	phosphatidylinositol-4-phosphate binding
GO:0070279	vitamin B6 binding
GO:0070280	pyridoxal binding
GO:0070281	pyridoxamine binding
GO:0070282	pyridoxine binding
GO:0070284	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity
GO:0070287	ferritin receptor activity
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity
GO:0070300	phosphatidic acid binding
GO:0070320	inward rectifier potassium channel inhibitor activity
GO:0070324	thyroid hormone binding
GO:0070325	lipoprotein particle receptor binding
GO:0070326	very-low-density lipoprotein particle receptor binding
GO:0070330	aromatase activity
GO:0070335	aspartate binding
GO:0070336	flap-structured DNA binding
GO:0070337	3'-flap-structured DNA binding
GO:0070338	5'-flap-structured DNA binding
GO:0070379	high mobility group box 1 binding
GO:0070380	high mobility group box 1 receptor activity
GO:0070401	NADP+ binding
GO:0070402	NADPH binding
GO:0070403	NAD+ binding
GO:0070404	NADH binding
GO:0070405	ammonium ion binding
GO:0070406	glutamine binding
GO:0070410	co-SMAD binding
GO:0070411	I-SMAD binding
GO:0070412	R-SMAD binding
GO:0070448	laricitrin 5'-O-methyltransferase activity
GO:0070456	galactose-1-phosphate phosphatase activity
GO:0070457	D-galactose-1-phosphate phosphatase activity
GO:0070463	tubulin-dependent ATPase activity
GO:0070491	repressing transcription factor binding
GO:0070492	oligosaccharide binding
GO:0070497	6-carboxy-5,6,7,8-tetrahydropterin synthase activity
GO:0070506	high-density lipoprotein particle receptor activity
GO:0070513	death domain binding
GO:0070523	11-beta-hydroxysteroid dehydrogenase (NAD+) activity
GO:0070524	11-beta-hydroxysteroid dehydrogenase (NADP+) activity
GO:0070529	L-tryptophan aminotransferase activity
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
GO:0070538	oleic acid binding
GO:0070539	linoleic acid binding
GO:0070540	stearic acid binding
GO:0070546	L-phenylalanine aminotransferase activity
GO:0070547	L-tyrosine aminotransferase activity
GO:0070548	L-glutamine aminotransferase activity
GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA
GO:0070553	nicotinic acid receptor activity
GO:0070566	adenylyltransferase activity
GO:0070567	cytidylyltransferase activity
GO:0070568	guanylyltransferase activity
GO:0070569	uridylyltransferase activity
GO:0070573	metallodipeptidase activity
GO:0070576	vitamin D 24-hydroxylase activity
GO:0070577	lysine-acetylated histone binding
GO:0070579	methylcytosine dioxygenase activity
GO:0070594	juvenile hormone response element binding
GO:0070611	histone methyltransferase activity (H3-R2 specific)
GO:0070612	histone methyltransferase activity (H2A-R3 specific)
GO:0070615	nucleosome-dependent ATPase activity
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity
GO:0070628	proteasome binding
GO:0070635	nicotinamide riboside hydrolase activity
GO:0070636	nicotinic acid riboside hydrolase activity
GO:0070643	vitamin D 25-hydroxylase activity
GO:0070644	vitamin D response element binding
GO:0070653	high-density lipoprotein particle receptor binding
GO:0070674	hypoxanthine dehydrogenase activity
GO:0070675	hypoxanthine oxidase activity
GO:0070677	rRNA (cytosine-2'-O-)-methyltransferase activity
GO:0070678	preprotein binding
GO:0070679	inositol 1,4,5 trisphosphate binding
GO:0070694	deoxyribonucleoside 5'-monophosphate N-glycosidase activity
GO:0070696	transmembrane receptor protein serine/threonine kinase binding
GO:0070697	activin receptor binding
GO:0070698	type I activin receptor binding
GO:0070699	type II activin receptor binding
GO:0070700	BMP receptor binding
GO:0070704	sterol desaturase activity
GO:0070717	poly-purine tract binding
GO:0070728	leucine binding
GO:0070733	protein adenylyltransferase activity
GO:0070735	protein-glycine ligase activity
GO:0070736	protein-glycine ligase activity, initiating
GO:0070737	protein-glycine ligase activity, elongating
GO:0070738	tubulin-glycine ligase activity
GO:0070739	protein-glutamic acid ligase activity
GO:0070740	tubulin-glutamic acid ligase activity
GO:0070742	C2H2 zinc finger domain binding
GO:0070746	interleukin-35 binding
GO:0070747	interleukin-35 receptor activity
GO:0070748	interleukin-35 receptor binding
GO:0070773	protein-N-terminal glutamine amidohydrolase activity
GO:0070774	phytoceramidase activity
GO:0070780	dihydrosphingosine-1-phosphate phosphatase activity
GO:0070812	glycerol-2-phosphate-transporting ATPase activity
GO:0070815	peptidyl-lysine 5-dioxygenase activity
GO:0070818	protoporphyrinogen oxidase activity
GO:0070819	menaquinone-dependent protoporphyrinogen oxidase activity
GO:0070835	chromium ion transmembrane transporter activity
GO:0070840	dynein complex binding
GO:0070851	growth factor receptor binding
GO:0070853	myosin VI binding
GO:0070854	myosin VI heavy chain binding
GO:0070855	myosin VI head/neck binding
GO:0070856	myosin VI light chain binding
GO:0070866	sterol-dependent protein binding
GO:0070878	primary miRNA binding
GO:0070883	pre-miRNA binding
GO:0070888	E-box binding
GO:0070890	sodium-dependent L-ascorbate transmembrane transporter activity
GO:0070891	lipoteichoic acid binding
GO:0070892	lipoteichoic acid receptor activity
GO:0070905	serine binding
GO:0070906	aspartate:alanine antiporter activity
GO:0070907	histidine:histamine antiporter activity
GO:0070908	tyrosine:tyramine antiporter activity
GO:0070909	glutamate:gamma-aminobutyric acid antiporter activity
GO:0070915	lysophosphatidic acid receptor activity
GO:0070917	inositol phosphoceramide synthase regulator activity
GO:0070967	coenzyme F420 binding
GO:0070968	pyrroloquinoline quinone binding
GO:0070974	POU domain binding
GO:0070975	FHA domain binding
GO:0070976	TIR domain binding
GO:0070984	SET domain binding
GO:0070990	snRNP binding
GO:0070991	medium-chain-acyl-CoA dehydrogenase activity
GO:0070996	type 1 melanocortin receptor binding
GO:0071074	eukaryotic initiation factor eIF2 binding
GO:0071077	adenosine 3',5'-bisphosphate transmembrane transporter activity
GO:0071111	cyclic-guanylate-specific phosphodiesterase activity
GO:0071160	cyanophycin synthetase activity (L-aspartate-adding)
GO:0071161	cyanophycin synthetase activity (L-arginine-adding)
GO:0071164	RNA trimethylguanosine synthase activity
GO:0071172	dihydromonapterin reductase activity
GO:0071207	histone pre-mRNA stem-loop binding
GO:0071208	histone pre-mRNA DCP binding
GO:0071209	U7 snRNA binding
GO:0071253	connexin binding
GO:0071424	rRNA (cytosine-N4-)-methyltransferase activity
GO:0071443	tDNA binding
